"","ENT_REGIS","MUN_REGIS","LOC_REGIS","TAM_LOC_RE","DIA_REGIS","MES_REGIS","ANIO_REGIS","REGIMEN_MA","GENERO","SEXO_CON1","EDAD_CON1","NACI_CON1","OCUP_CON1","ENTRH_CON1","MUNRH_CON1","LOCRH_CON1","TLORH_CON1","ESCOL_CON1","CONACTCON1","SITLABCON1","POSTRACON1","SEXO_CON2","EDAD_CON2","NACI_CON2","OCUP_CON2","ENTRH_CON2","MUNRH_CON2","LOCRH_CON2","TLORH_CON2","ESCOL_CON2","CONACTCON2","SITLABCON2","POSTRACON2","TIPO_CON","NOM_LOC"
"5389",15,33,1,17,27,11,2017,1,1,1,55,1,NA,15,108,1,11,6,1,1,2,2,54,1,11,15,108,1,11,6,2,4,NA,1,"Donato Guerra"
"5390",15,33,1,17,7,12,2017,1,1,1,35,1,7,15,33,1,17,5,1,1,1,2,25,1,7,15,33,1,17,5,1,1,1,1,"Donato Guerra"
"5391",15,33,1,17,18,8,2017,1,1,1,34,1,NA,15,33,1,17,NA,1,1,2,2,38,1,NA,15,33,1,17,NA,1,1,2,1,"Donato Guerra"
"5392",15,33,1,17,24,5,2017,1,1,1,22,1,11,15,33,1,17,6,2,2,NA,2,21,1,11,15,33,1,17,6,2,2,NA,1,"Donato Guerra"
"5393",15,33,1,17,9,2,2017,2,1,1,32,1,2,15,33,1,17,6,1,1,2,2,28,1,2,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5394",15,33,1,17,9,3,2017,1,1,1,56,1,4,15,33,1,17,5,1,1,4,2,43,1,NA,15,33,1,17,5,1,1,2,1,"Donato Guerra"
"5395",15,33,1,17,17,2,2017,2,1,1,24,1,NA,15,33,1,17,6,1,1,2,2,29,1,NA,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5396",15,33,1,17,8,3,2017,1,1,1,26,1,4,15,33,1,17,4,1,1,4,2,28,1,11,15,33,1,17,4,2,3,NA,1,"Donato Guerra"
"5397",15,33,1,17,13,6,2017,2,1,1,21,1,7,15,33,1,17,4,1,1,1,2,18,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5398",15,33,1,17,21,2,2017,1,1,1,35,1,NA,15,33,1,17,4,1,1,2,2,24,1,NA,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5399",15,33,1,17,19,10,2017,1,1,1,27,1,NA,15,33,1,17,5,1,1,2,2,23,1,NA,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5400",15,33,1,17,2,9,2017,2,1,1,26,1,8,15,33,1,17,6,1,1,2,2,32,1,NA,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5401",15,33,1,17,25,2,2017,1,1,1,36,1,NA,15,33,1,17,7,1,1,2,2,27,1,NA,15,33,1,17,7,1,1,2,1,"Donato Guerra"
"5402",15,33,1,17,6,3,2017,1,1,1,42,1,NA,15,33,1,17,7,1,1,4,2,44,1,NA,15,33,1,17,5,1,1,4,1,"Donato Guerra"
"5403",15,33,1,17,26,10,2017,1,1,1,28,1,NA,15,33,1,17,6,1,1,2,2,28,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5404",15,33,1,17,21,11,2017,1,1,1,30,1,NA,15,33,1,17,5,1,1,2,2,40,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5405",15,33,1,17,27,10,2017,1,1,1,30,1,NA,15,33,1,17,7,1,1,2,2,33,1,NA,15,33,1,17,7,1,1,2,1,"Donato Guerra"
"5406",15,33,1,17,7,2,2017,1,1,1,21,1,NA,15,33,1,17,5,1,1,2,2,20,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5407",15,33,1,17,29,5,2017,1,1,1,57,1,8,15,33,1,17,5,1,1,1,2,53,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5408",15,33,1,17,7,3,2017,1,1,1,33,1,NA,15,33,1,17,6,1,1,2,2,36,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5409",15,33,1,17,7,12,2017,1,1,1,37,1,NA,15,33,1,17,6,1,1,2,2,29,1,NA,15,33,1,17,3,1,1,2,1,"Donato Guerra"
"5410",15,33,1,17,16,1,2017,2,1,1,24,1,7,15,33,1,17,5,1,1,1,2,23,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5411",15,33,1,17,16,2,2017,1,1,1,21,1,7,15,33,1,17,5,1,1,1,2,19,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5412",15,33,1,17,8,12,2017,2,1,1,36,1,NA,15,33,1,17,5,1,1,2,2,33,1,NA,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5413",15,33,1,17,1,3,2017,1,1,1,63,1,7,15,33,1,17,4,1,1,4,2,68,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5414",15,33,1,17,29,7,2017,2,1,1,21,1,7,15,33,1,17,5,1,1,1,2,19,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5415",15,33,1,17,22,2,2017,1,1,1,24,1,7,15,33,1,17,4,1,1,1,2,21,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5416",15,33,1,17,9,6,2017,1,1,1,27,1,7,15,33,1,17,5,1,1,4,2,34,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5417",15,33,1,17,14,6,2017,1,1,1,27,1,NA,15,30,1,8,7,1,1,2,2,29,1,NA,15,33,1,17,7,1,1,2,1,"Donato Guerra"
"5418",15,33,1,17,9,2,2017,1,1,1,27,1,NA,15,109,1,8,5,1,1,2,2,25,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5419",15,33,1,17,15,2,2017,1,1,1,41,1,NA,15,33,1,17,5,1,1,2,2,27,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5420",15,33,1,17,23,6,2017,1,1,1,22,1,7,15,81,1,7,5,1,1,1,2,21,1,11,15,33,1,17,7,2,3,NA,1,"Donato Guerra"
"5421",15,33,1,17,23,5,2017,1,1,1,30,1,7,15,33,1,17,5,1,1,2,2,21,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5422",15,33,1,17,6,11,2017,2,1,1,34,1,4,15,120,161,1,5,1,1,2,2,47,1,4,15,120,161,1,6,1,1,2,1,"Donato Guerra"
"5423",15,33,1,17,26,4,2017,1,1,1,28,1,7,15,33,1,17,5,1,1,1,2,28,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5424",15,33,1,17,3,11,2017,1,1,1,22,1,NA,15,33,1,17,6,1,1,2,2,28,1,NA,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5425",15,33,1,17,22,6,2017,1,1,1,51,1,3,15,33,1,17,6,1,1,2,2,64,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5426",15,33,1,17,13,9,2017,2,1,1,25,1,NA,15,33,1,17,6,1,1,2,2,24,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5427",15,33,1,17,25,3,2017,1,1,1,30,1,NA,15,33,1,17,5,1,1,2,2,30,1,NA,15,109,1,8,6,1,1,2,1,"Donato Guerra"
"5428",15,33,1,17,28,7,2017,1,1,1,33,1,2,15,33,1,17,7,1,1,2,2,28,1,2,15,33,1,17,7,1,1,2,1,"Donato Guerra"
"5429",15,33,1,17,24,2,2017,1,1,1,21,1,NA,15,33,1,17,6,1,1,2,2,23,1,11,9,7,1,17,6,2,3,NA,1,"Donato Guerra"
"5430",15,33,1,17,7,11,2017,1,1,1,24,1,NA,15,33,1,17,NA,1,1,2,2,21,1,11,15,33,1,17,NA,2,2,NA,1,"Donato Guerra"
"5431",15,33,1,17,14,1,2017,2,1,1,32,1,7,15,33,1,17,5,1,1,1,2,31,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5432",15,33,1,17,24,11,2017,2,1,1,28,1,5,15,33,1,17,6,1,1,2,2,29,1,7,15,33,1,17,5,1,1,1,1,"Donato Guerra"
"5433",15,33,1,17,25,3,2017,1,1,1,26,1,7,15,33,1,17,5,1,1,1,2,25,1,11,15,33,1,17,4,2,3,NA,1,"Donato Guerra"
"5434",15,33,1,17,21,7,2017,1,1,1,32,1,NA,15,33,1,17,6,1,1,2,2,34,1,NA,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5435",15,33,1,17,22,8,2017,1,1,1,20,1,NA,15,81,1,7,6,1,1,2,2,20,1,11,15,81,1,7,6,2,3,NA,1,"Donato Guerra"
"5436",15,33,1,17,4,3,2017,1,1,1,45,1,8,15,33,1,17,6,1,1,2,2,40,1,4,15,33,1,17,6,1,1,4,1,"Donato Guerra"
"5437",15,33,1,17,11,9,2017,1,1,1,34,1,NA,15,33,1,17,6,1,1,2,2,28,1,NA,14,39,1,16,6,1,1,2,1,"Donato Guerra"
"5438",15,33,1,17,3,11,2017,1,1,1,22,1,NA,15,33,1,17,6,1,1,2,2,19,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5439",15,33,1,17,28,2,2017,1,1,1,25,1,NA,15,33,1,17,5,1,1,2,2,20,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5440",15,33,1,17,17,8,2017,2,1,1,32,1,2,15,109,1,8,7,1,1,2,2,29,1,2,15,33,1,17,7,1,1,2,1,"Donato Guerra"
"5441",15,33,1,17,10,2,2017,1,1,1,23,1,NA,15,33,1,17,6,1,1,2,2,21,1,7,15,33,1,17,5,1,1,1,1,"Donato Guerra"
"5442",15,33,1,17,7,3,2017,1,1,1,46,1,NA,15,33,1,17,5,1,1,2,2,49,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5443",15,33,1,17,7,7,2017,1,1,1,27,1,7,15,33,1,17,6,1,1,1,2,35,1,NA,15,81,1,7,6,1,1,2,1,"Donato Guerra"
"5444",15,33,1,17,17,3,2017,1,1,1,36,1,NA,15,33,1,17,5,1,1,2,2,35,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5445",15,33,1,17,18,2,2017,1,1,1,21,1,7,15,33,1,17,6,1,1,1,2,21,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5446",15,33,1,17,27,1,2017,1,1,1,37,1,8,15,2,1,5,5,1,1,4,2,36,1,11,15,2,1,5,5,2,3,NA,1,"Donato Guerra"
"5447",15,33,1,17,12,5,2017,2,1,1,27,1,7,15,33,1,17,6,1,1,1,2,26,1,2,15,33,1,17,7,1,1,4,1,"Donato Guerra"
"5448",15,33,1,17,22,7,2017,1,1,1,33,1,7,15,33,1,17,6,1,1,1,2,25,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5449",15,33,1,17,18,9,2017,1,1,1,31,1,NA,15,33,207,1,6,1,1,2,2,37,1,11,15,33,207,1,5,2,3,NA,1,"Donato Guerra"
"5450",15,33,1,17,22,2,2017,1,1,1,47,1,NA,15,33,1,17,NA,1,1,4,2,41,1,11,15,33,1,17,NA,2,3,NA,1,"Donato Guerra"
"5451",15,33,1,17,29,4,2017,1,1,1,24,1,2,15,33,1,17,7,1,1,2,2,25,1,4,15,33,1,17,5,1,1,4,1,"Donato Guerra"
"5452",15,33,1,17,25,8,2017,1,1,1,31,1,2,9,2,1,14,7,1,1,2,2,31,1,2,15,33,1,17,7,1,1,2,1,"Donato Guerra"
"5453",15,33,1,17,1,3,2017,1,1,1,24,1,7,15,33,1,17,NA,1,1,1,2,24,1,11,15,33,1,17,NA,2,3,NA,1,"Donato Guerra"
"5454",15,33,1,17,19,8,2017,1,1,1,24,1,NA,15,33,1,17,6,1,1,2,2,19,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5455",15,33,1,17,7,10,2017,1,1,1,33,1,NA,15,33,1,17,6,1,1,2,2,32,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5456",15,33,1,17,6,3,2017,1,1,1,32,1,7,15,33,1,17,5,1,1,3,2,35,1,11,15,33,1,17,4,2,3,NA,1,"Donato Guerra"
"5457",15,33,1,17,15,7,2017,1,1,1,28,1,2,15,33,1,17,7,1,1,2,2,27,1,2,15,33,1,17,7,1,1,2,1,"Donato Guerra"
"5458",15,33,1,17,29,11,2017,1,1,1,47,1,7,15,33,1,17,5,1,1,1,2,52,1,NA,15,33,1,17,5,1,1,2,1,"Donato Guerra"
"5459",15,33,1,17,22,8,2017,2,1,1,23,1,7,15,33,1,17,6,1,1,1,2,23,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5460",15,33,1,17,7,9,2017,1,1,1,26,1,4,15,33,1,17,4,1,1,4,2,18,1,NA,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5461",15,33,1,17,16,10,2017,1,1,1,35,1,8,15,33,1,17,6,1,1,4,2,32,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5462",15,33,1,17,1,11,2017,1,1,1,40,1,4,15,33,1,17,5,1,1,4,2,33,1,4,15,33,1,17,5,1,1,4,1,"Donato Guerra"
"5463",15,33,1,17,19,8,2017,1,1,1,45,1,NA,15,33,1,17,6,1,1,2,2,45,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5464",15,33,1,17,26,10,2017,1,1,1,32,1,4,15,33,1,17,5,1,1,2,2,20,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5465",15,33,1,17,11,11,2017,1,1,1,26,1,NA,15,33,1,17,7,1,1,2,2,24,1,2,15,33,1,17,7,1,1,4,1,"Donato Guerra"
"5466",15,33,1,17,16,12,2017,1,1,1,29,2,4,15,33,1,17,5,1,1,4,2,20,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5467",15,33,1,17,25,3,2017,1,1,1,24,1,7,15,33,1,17,5,1,1,2,2,23,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5468",15,33,1,17,24,8,2017,1,1,1,42,1,8,15,33,1,17,6,1,1,4,2,35,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5469",15,33,1,17,2,3,2017,1,1,1,40,1,7,15,33,1,17,5,1,1,1,2,39,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5470",15,33,1,17,24,8,2017,1,1,1,72,1,11,15,33,1,17,4,2,4,NA,2,62,1,11,15,33,1,17,4,2,3,NA,1,"Donato Guerra"
"5471",15,33,1,17,28,10,2017,1,1,1,31,1,NA,15,109,1,8,6,1,1,2,2,21,1,NA,9,2,1,14,6,1,1,2,1,"Donato Guerra"
"5472",15,33,1,17,16,6,2017,1,1,1,31,1,NA,9,15,1,15,6,1,1,2,2,25,1,NA,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5473",15,33,1,17,13,4,2017,1,1,1,58,1,NA,15,33,1,17,6,1,1,2,2,51,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5474",15,33,1,17,21,2,2017,1,1,1,27,1,NA,15,33,1,17,6,1,1,2,2,25,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5475",15,33,1,17,30,11,2017,2,1,1,42,1,NA,15,33,1,17,6,1,1,2,2,61,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5476",15,33,1,17,8,12,2017,1,1,1,22,1,NA,15,33,1,17,5,1,1,2,2,22,1,11,15,33,1,17,5,2,2,NA,1,"Donato Guerra"
"5477",15,33,1,17,23,12,2017,1,1,1,30,1,NA,15,33,1,17,6,1,1,2,2,33,1,NA,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5478",15,33,1,17,20,10,2017,1,1,1,49,1,NA,15,33,1,17,6,1,1,2,2,51,1,2,15,33,1,17,7,1,1,2,1,"Donato Guerra"
"5479",15,33,1,17,27,2,2017,1,1,1,34,1,NA,15,33,1,17,6,1,1,2,2,31,1,NA,15,33,1,17,7,1,1,2,1,"Donato Guerra"
"5480",15,33,1,17,10,1,2017,1,1,1,39,1,NA,15,33,1,17,6,1,1,2,2,34,1,NA,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5481",15,33,1,17,25,1,2017,1,1,1,22,1,NA,15,33,1,17,6,1,1,2,2,20,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5482",15,33,1,17,20,4,2017,2,1,1,27,1,NA,15,33,1,17,5,1,1,2,2,33,1,2,15,33,1,17,7,1,1,2,1,"Donato Guerra"
"5483",15,33,1,17,1,2,2017,1,1,1,23,1,NA,15,33,207,1,6,1,1,2,2,22,1,11,15,33,207,1,6,2,3,NA,1,"Donato Guerra"
"5484",15,33,1,17,28,8,2017,1,1,1,41,1,8,15,33,1,17,5,1,1,2,2,39,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5485",15,33,1,17,27,4,2017,2,1,1,26,1,NA,15,33,1,17,6,1,1,2,2,23,1,NA,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5486",15,33,1,17,1,11,2017,2,1,1,32,1,NA,9,5,1,16,6,1,1,2,2,24,1,11,9,5,1,16,6,2,2,NA,1,"Donato Guerra"
"5487",15,33,1,17,24,6,2017,1,1,1,26,1,NA,15,33,1,17,7,1,1,2,2,22,1,11,15,33,1,17,7,2,2,NA,1,"Donato Guerra"
"5488",15,33,1,17,24,8,2017,1,1,1,23,1,NA,15,33,1,17,6,1,1,2,2,25,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5489",15,33,1,17,22,5,2017,1,1,1,69,1,NA,15,33,1,17,6,1,1,2,2,64,1,11,15,33,1,17,4,2,3,NA,1,"Donato Guerra"
"5490",15,33,1,17,24,11,2017,1,1,1,40,1,NA,15,104,1,15,5,1,1,2,2,47,1,11,15,31,1,15,5,2,3,NA,1,"Donato Guerra"
"5491",15,33,1,17,13,10,2017,1,1,1,27,1,2,15,33,1,17,5,1,1,NA,2,28,1,3,15,33,1,17,5,1,1,NA,1,"Donato Guerra"
"5492",15,33,1,17,7,12,2017,1,1,1,21,1,4,15,33,1,17,5,1,1,4,2,22,1,4,15,33,1,17,5,1,1,4,1,"Donato Guerra"
"5493",15,33,1,17,1,3,2017,1,1,1,24,1,7,15,33,1,17,6,1,1,1,2,22,1,11,15,104,1,15,6,2,2,NA,1,"Donato Guerra"
"5494",15,33,1,17,24,11,2017,1,1,1,21,1,NA,15,104,1,15,5,1,1,2,2,19,1,11,15,104,1,15,5,2,3,NA,1,"Donato Guerra"
"5495",15,33,1,17,29,3,2017,1,1,1,28,1,4,15,33,1,17,5,1,1,2,2,18,1,NA,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5496",15,33,1,17,3,3,2017,1,1,1,57,1,NA,15,33,1,17,5,1,1,2,2,24,1,NA,15,33,1,17,5,1,1,2,1,"Donato Guerra"
"5497",15,33,1,17,3,8,2017,1,1,1,55,1,NA,15,33,1,17,5,1,1,2,2,46,1,11,15,33,1,17,4,2,3,NA,1,"Donato Guerra"
"5498",15,33,1,17,6,10,2017,1,1,1,35,1,2,15,33,1,17,7,1,1,2,2,30,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5499",15,33,1,17,27,1,2017,1,1,1,34,1,NA,15,33,1,17,5,1,1,2,2,21,1,NA,15,33,1,17,5,1,1,2,1,"Donato Guerra"
"5500",15,33,1,17,13,10,2017,1,1,1,23,1,2,15,33,1,17,5,1,1,4,2,25,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5501",15,33,1,17,18,2,2017,1,1,1,24,1,NA,15,33,1,17,6,1,1,2,2,28,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5502",15,33,1,17,24,7,2017,1,1,1,28,1,5,15,33,1,17,NA,1,1,2,2,25,1,11,15,33,1,17,NA,2,3,NA,1,"Donato Guerra"
"5503",15,33,1,17,9,5,2017,1,1,1,31,1,NA,15,33,1,17,6,1,1,2,2,31,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5504",15,33,1,17,28,4,2017,1,1,1,29,1,NA,15,33,1,17,5,1,1,2,2,27,1,NA,15,33,1,17,5,1,1,2,1,"Donato Guerra"
"5505",15,33,1,17,19,8,2017,1,1,1,71,1,NA,15,33,1,17,1,1,1,2,2,65,1,11,15,33,1,17,1,2,3,NA,1,"Donato Guerra"
"5506",15,33,1,17,20,1,2017,1,1,1,29,1,NA,15,33,1,17,5,1,1,2,2,24,1,NA,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5507",15,33,1,17,8,4,2017,2,1,1,68,1,NA,15,33,1,17,6,1,1,2,2,57,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5508",15,33,1,17,21,10,2017,1,1,1,36,1,NA,15,33,1,17,6,1,1,2,2,37,1,NA,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5509",15,33,1,17,6,10,2017,2,1,1,34,1,NA,15,33,1,17,7,1,1,2,2,33,1,NA,15,33,1,17,7,1,1,2,1,"Donato Guerra"
"5510",15,33,1,17,25,1,2017,2,1,1,18,1,7,15,33,1,17,5,1,1,1,2,19,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5511",15,33,1,17,28,1,2017,1,1,1,31,1,5,15,33,1,17,6,1,1,2,2,21,1,NA,15,2,1,5,6,1,1,2,1,"Donato Guerra"
"5512",15,33,1,17,22,9,2017,1,1,1,22,1,NA,15,33,1,17,5,1,1,2,2,22,1,11,15,33,1,17,6,2,2,NA,1,"Donato Guerra"
"5513",15,33,1,17,27,10,2017,1,1,1,46,1,4,15,33,1,17,5,1,1,4,2,43,1,4,15,33,1,17,5,1,1,4,1,"Donato Guerra"
"5514",15,33,1,17,2,1,2017,1,1,1,26,1,NA,15,33,1,17,4,1,1,2,2,34,1,NA,15,33,1,17,4,1,1,2,1,"Donato Guerra"
"5515",15,33,1,17,7,3,2017,1,1,1,53,1,NA,15,33,1,17,5,1,1,2,2,45,1,11,15,33,1,17,4,2,3,NA,1,"Donato Guerra"
"5516",15,33,1,17,10,2,2017,1,1,1,29,1,NA,15,33,1,17,5,1,1,2,2,28,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5517",15,33,1,17,30,6,2017,1,1,1,25,1,7,15,33,1,17,5,1,1,2,2,24,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5518",15,33,1,17,21,3,2017,2,1,1,18,1,NA,15,33,1,17,6,1,1,2,2,18,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5519",15,33,1,17,10,1,2017,1,1,1,30,1,NA,15,33,1,17,6,1,1,2,2,24,1,11,9,5,1,16,6,2,2,NA,1,"Donato Guerra"
"5520",15,33,1,17,28,4,2017,2,1,1,70,1,11,15,33,1,17,5,2,4,NA,2,27,1,11,15,33,1,17,4,2,3,NA,1,"Donato Guerra"
"5521",15,33,1,17,18,8,2017,1,1,1,25,1,7,9,5,1,16,6,1,1,2,2,24,1,7,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5522",15,33,1,17,7,1,2017,1,1,1,25,1,7,15,104,1,15,5,1,1,1,2,20,1,11,15,104,1,15,5,2,3,NA,1,"Donato Guerra"
"5523",15,33,1,17,30,5,2017,2,1,1,36,1,4,15,33,1,17,6,1,1,2,2,38,1,4,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5524",15,33,1,17,18,10,2017,1,1,1,25,1,NA,15,33,1,17,5,1,1,2,2,19,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5525",15,33,1,17,17,3,2017,1,1,1,26,1,NA,15,33,1,17,6,1,1,2,2,21,1,NA,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5526",15,33,1,17,28,4,2017,2,1,1,27,1,NA,15,33,1,17,6,1,1,2,2,29,1,NA,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5527",15,33,1,17,29,12,2017,2,1,1,31,1,NA,15,33,1,17,NA,1,1,2,2,28,1,NA,15,33,1,17,NA,1,1,2,1,"Donato Guerra"
"5528",15,33,1,17,1,3,2017,1,1,1,34,1,NA,15,33,1,17,6,1,1,2,2,31,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5529",15,33,1,17,1,7,2017,1,1,1,80,1,11,15,33,1,17,6,2,4,NA,2,59,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5530",15,33,1,17,27,10,2017,2,1,1,28,1,NA,15,104,1,15,6,1,1,2,2,27,1,NA,15,104,1,15,6,1,1,2,1,"Donato Guerra"
"5531",15,33,1,17,24,6,2017,1,1,1,25,1,4,15,33,1,17,6,1,1,4,2,25,1,NA,15,33,1,17,7,1,1,2,1,"Donato Guerra"
"5532",15,33,1,17,8,12,2017,1,1,1,23,1,NA,15,33,1,17,6,1,1,2,2,21,1,11,15,33,1,17,6,2,2,NA,1,"Donato Guerra"
"5533",15,33,1,17,17,3,2017,1,1,1,25,1,NA,15,33,1,17,7,1,1,2,2,22,1,11,15,33,1,17,7,2,3,NA,1,"Donato Guerra"
"5534",15,33,1,17,24,7,2017,1,1,1,32,1,2,9,5,1,16,7,1,1,2,2,24,1,2,9,5,1,16,7,1,1,2,1,"Donato Guerra"
"5535",15,33,1,17,25,2,2017,1,1,1,33,1,7,15,33,1,17,6,1,1,2,2,36,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5536",15,33,1,17,17,3,2017,1,1,1,24,1,NA,15,33,1,17,7,1,1,2,2,24,1,NA,9,14,1,14,7,1,1,2,1,"Donato Guerra"
"5537",15,33,1,17,1,3,2017,1,1,1,41,1,7,15,33,1,17,5,1,1,1,2,43,1,11,15,33,1,17,4,2,3,NA,1,"Donato Guerra"
"5538",15,33,1,17,14,10,2017,1,1,1,29,1,NA,15,33,1,17,5,1,1,2,2,29,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5539",15,33,1,17,8,3,2017,1,1,1,42,1,NA,15,33,1,17,5,1,1,2,2,26,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5540",15,33,1,17,19,5,2017,2,1,1,46,1,NA,15,84,14,5,6,1,1,2,2,51,1,11,15,33,1,17,6,2,3,NA,1,"Donato Guerra"
"5541",15,33,1,17,25,8,2017,1,1,1,23,1,1,15,33,1,17,NA,1,1,2,2,24,1,2,15,33,1,17,7,1,1,2,1,"Donato Guerra"
"5542",15,33,1,17,2,5,2017,2,1,1,30,1,2,15,33,1,17,7,1,1,2,2,30,1,2,15,33,1,17,7,1,1,2,1,"Donato Guerra"
"5543",15,33,1,17,22,2,2017,1,1,1,24,1,NA,15,33,1,17,5,1,1,2,2,18,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
"5544",15,33,1,17,25,5,2017,1,1,1,49,1,2,15,33,1,17,4,1,1,4,2,53,1,NA,15,33,1,17,5,1,1,2,1,"Donato Guerra"
"5545",15,33,1,17,19,8,2017,1,1,1,27,1,NA,9,5,1,16,6,1,1,2,2,33,1,NA,15,33,1,17,6,1,1,2,1,"Donato Guerra"
"5546",15,33,1,17,22,4,2017,1,1,1,21,1,NA,15,33,1,17,4,1,1,2,2,22,1,4,15,33,1,17,6,1,1,4,1,"Donato Guerra"
"5547",15,33,1,17,24,2,2017,1,1,1,25,1,2,15,58,1,16,7,1,1,2,2,22,1,1,15,33,1,17,6,1,1,4,1,"Donato Guerra"
"5548",15,33,1,17,16,6,2017,1,1,1,35,1,NA,15,33,1,17,6,1,1,2,2,27,1,NA,15,33,1,17,5,1,1,2,1,"Donato Guerra"
"5549",15,33,1,17,16,12,2017,1,1,1,26,1,NA,16,53,474,6,5,1,1,2,2,28,1,11,15,33,1,17,5,2,3,NA,1,"Donato Guerra"
